0x4:b8080050	 brai	 0x50	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x274:20c60004	 addi	 r6,  r6,  0x4	 
0x278:06463800	 rsub	 r18,  r6,  r7	 
0x27c:bc92fff4	 bgti	 r18,  0xfff4	 
0x284:b9f404e8	 brlid	 r15,  0x4e8	 
0x288:80000000	 or	 r0,  r0,  r0	 
0x288:80000000	 or	 r0,  r0,  r0	 
0x76c:b60f0008	 rtsd	 r15,  0x8	 
0x770:80000000	 or	 r0,  r0,  r0	 
0x770:80000000	 or	 r0,  r0,  r0	 
0x28c:b0000000	 imm	 0x0	 
0x290:b9f40870	 brlid	 r15,  0x870	 
0x294:80000000	 or	 r0,  r0,  r0	 
0x290:b9f40870	 brlid	 r15,  0x870	 
0x294:80000000	 or	 r0,  r0,  r0	 
0x294:80000000	 or	 r0,  r0,  r0	 
0xb00:3021fff0	 addik	 r1,  r1,  0xfff0	 
0xb04:d9e00800	 sw	 r15,  r0,  r1	 
0xb08:3160ffff	 addik	 r11,  r0,  0xffff	 
0xb0c:940bc802	 unknown		 
0xb10:31600000	 addik	 r11,  r0,  0x0	 
0xb10:31600000	 addik	 r11,  r0,  0x0	 
0xb14:940bc800	 unknown		 
0xb18:b000ffff	 imm	 0xffff	 
0xb1c:b9f4f6c8	 brlid	 r15,  0xf6c8	 
0xb20:80000000	 or	 r0,  r0,  r0	 
0xb18:b000ffff	 imm	 0xffff	 
0xb1c:b9f4f6c8	 brlid	 r15,  0xf6c8	 
0xb20:80000000	 or	 r0,  r0,  r0	 
0xb1c:b9f4f6c8	 brlid	 r15,  0xf6c8	 
0xb20:80000000	 or	 r0,  r0,  r0	 
0xb20:80000000	 or	 r0,  r0,  r0	 
0x1e4:b0000000	 imm	 0x0	 
0x1e8:30600000	 addik	 r3,  r0,  0x0	 
0x1e8:30600000	 addik	 r3,  r0,  0x0	 
0x1ec:3021ffe4	 addik	 r1,  r1,  0xffe4	 
0x1f0:be030024	 beqid	 r3,  0x24	 
0x1f4:f9e10000	 swi	 r15,  r1,  0x0	 
